canonical_site_code,canonical_site_name,canonical_operational_customer,canonical_contract_supply_amount,production_site_uuid,production_site_name,production_customer_name,production_legacy_budget,contract_amount_comparison,classification,confidence,matching_basis,candidate_count,recommended_action,review_reason,protected_same_name_group
S103,Sk수원매교역팰루시드,(주)삼표산업 인천몰탈공장,5288750,81b9ed9e-6929-4cd4-8143-c475b18f7e02,Sk수원매교역팰루시드,(주)삼표산업 인천몰탈공장,5288750,EXACT_AMOUNT,EXACT,HIGH,normalized display name + customer + contract amount,1,LINK,,
S104,천안업성 성성호수이편한세상,(주)삼일씨엔에스,5900000,8bdf2dfa-66ae-43bf-a856-d3be9be31f2d,천안업성 성성호수이편한세상,(주)삼일씨엔에스,5900000,EXACT_AMOUNT,EXACT,HIGH,normalized display name + customer + contract amount,2,LINK,,
S105,용인 Y1 IBL CUB동 이색보수 철야공사(2026-02),아이에스동서(주),18200000,418b5d43-83c3-43ed-be95-9696891e0be0,용인 Y1 IBL CUB동 이색보수 철야공사(2월),아이에스동서(주),18200000,EXACT_AMOUNT,AUTO_SAFE_LINK,HIGH,single candidate supported by customer + amount + name context (0.88),5,LINK,,
S106,아산 탕정지구 A-2BL 공동주택,(주)케이세웅,40000000,806a28f4-9cdb-4daf-8524-722de025c0b7,아산 탕정지구 A-2BL 공동주택 지하주차장 마감보수공사,(주)케이세웅,40000000,EXACT_AMOUNT,DUPLICATE_NAME_SEPARATE_CONTRACT,HIGH,protected ASAN; amount agrees; customer agrees; name score 0.70,2,LINK_AFTER_USER_REVIEW,Separate-contract rule fixed; UUID linkage requires review,ASAN
S107,휴무,휴무,0,2b68472f-0e28-40e2-8ed7-7fd963fb15eb,휴무,휴무,0,PRODUCTION_NULL_OR_ZERO,EXACT,HIGH,normalized display name + customer + contract amount,1,LINK,,
S109,KC산업 여주공장 기둥 V컷팅,(주)케이씨산업,4500000,b94f7783-7dde-4095-b4f8-516f90eab060,KC산업 여주공장 기둥V컷팅보수건,(주)케이씨산업,4500000,EXACT_AMOUNT,AUTO_SAFE_LINK,HIGH,single candidate supported by customer + amount + name context (0.89),1,LINK,,
S110,송도 시티오시엘 힐스테이트,삼표피앤씨 주식회사,78681000,bdcd8cb7-49d7-4bd3-be33-7db8415bcda9,송도 시티오시엘 힐스테이트,삼표피앤씨 주식회사,78681000,EXACT_AMOUNT,EXACT,HIGH,normalized display name + customer + contract amount,1,LINK,,
S111,용인 Y1 SK하이닉스 FAB동,주식회사 연우구조,6300000,dd456f1f-4032-4026-ad3e-5b1b2a0b34de,용인 Y1 SK하이닉스 IBL CUB동 PC 이색 보수공사,아이에스동서(주),5740000,DIFFERENT_AMOUNT,DUPLICATE_NAME_SEPARATE_CONTRACT,MEDIUM,protected YONGIN_FAB; amount differs; customer differs; name score 0.54,1,DEFER,Separate-contract rule fixed; UUID linkage requires review,YONGIN_FAB
S112,힐스테이트 도안리버파크 3단지,삼표피앤씨 주식회사,0,b7ab85b6-836c-4fe9-bd2a-b2e929d37566,"대전도안5단지 힐스테이트 ",삼표피앤씨 주식회사,0,PRODUCTION_NULL_OR_ZERO,REVIEW_REQUIRED,LOW,candidate ranking only (0.50),4,DEFER,Insufficient multi-evidence identity proof,
S113,힐스테이트 청주 어울림사직,삼표피앤씨 주식회사,7497000,a1ee268c-8acf-44af-be06-43285fed6f13,힐스테이트 청주 어울림사직,삼표피앤씨 주식회사,7497000,EXACT_AMOUNT,EXACT,HIGH,normalized display name + customer + contract amount,1,LINK,,
S114,대전가오동롯데건설,삼표피앤씨 주식회사,2000000,25861fda-2a25-4291-8286-076f89d9a82f,대전가오동롯데건설,삼표피앤씨 주식회사,2000000,EXACT_AMOUNT,EXACT,HIGH,normalized display name + customer + contract amount,1,LINK,,
S117,광명5R구역힐스테이트 바닥균열,(주)삼표산업 인천몰탈공장,1595000,818ff162-f2ea-4599-9d4f-1f66b21e3494,광명5R구역힐스테이트 바닥균열,(주)삼표산업 인천몰탈공장,1595000,EXACT_AMOUNT,EXACT,HIGH,normalized display name + customer + contract amount,1,LINK,,
S118,속초영랑공원 균열,(주)케이세웅건설 충주피씨공장,27200000,,,,,PRODUCTION_NULL_OR_ZERO,CANONICAL_ONLY,0,no credible Production candidate,0,KEEP_CANONICAL_ONLY,,
S119,힐스테이트 도안리버파크 5단지,삼표피앤씨 주식회사,0,b7ab85b6-836c-4fe9-bd2a-b2e929d37566,"대전도안5단지 힐스테이트 ",삼표피앤씨 주식회사,0,PRODUCTION_NULL_OR_ZERO,AUTO_SAFE_LINK,HIGH,single candidate supported by customer + amount + name context (0.58),3,LINK,,
S122,이천안평리물류센터 (GPC),진솔하이테크,20000000,39fdb97d-1203-4ac2-872f-d71ad9d8672a,이천안평리물류센터(GPC),진솔하이테크,20000000,EXACT_AMOUNT,EXACT,HIGH,normalized display name + customer + contract amount,1,LINK,,
S123,SK하이닉스 Y1 CUB동 (SK에코플랜트) 4층 마감,삼표피앤씨 주식회사,19303000,b6cf6218-b702-4e53-9396-ca18ea47a277,SK하이닉스 Y1 CUB동(SK에코플랜트) 4층 마감보수,삼표피앤씨 주식회사,19303000,EXACT_AMOUNT,AUTO_SAFE_LINK,HIGH,single candidate supported by customer + amount + name context (0.95),5,LINK,,
S124,대전도안2단지힐스테이트,주식회사 이수이앤씨,15540800,85dadb6f-69f3-470d-883a-d546773b95f9,대전도안2단지힐스테이트,주식회사 이수이앤씨,15540800,EXACT_AMOUNT,EXACT,HIGH,normalized display name + customer + contract amount,2,LINK,,
S125,대전성남동 우미 신축아파트,(주)케이세웅,45600000,c65ceacb-e796-4e4e-9603-2f630cdf37c1,대전성남동(우미건설)지하주차장,(주)케이세웅,45600000,EXACT_AMOUNT,REVIEW_REQUIRED,LOW,candidate ranking only (0.50),1,DEFER,Insufficient multi-evidence identity proof,
S126,진천오리온 물류센터,(주)삼일씨엔에스,178300000,a0fc58d2-19a5-497c-993f-617a649d1b34,진천오리온 물류센터,(주)삼일씨엔에스,178300000,EXACT_AMOUNT,EXACT,HIGH,normalized display name + customer + contract amount,1,LINK,,
S127,순천덕암 (GA건설),삼표피앤씨 주식회사,6659500,ae2031f8-7c7f-48c1-a256-512579484eb1,순천덕암(GA건설),삼표피앤씨 주식회사,0,PRODUCTION_NULL_OR_ZERO,REVIEW_REQUIRED,LOW,candidate ranking only (1.00),1,DEFER,Insufficient multi-evidence identity proof,
S128,삼성물산 송도역세권 A1BL,(주)케이씨산업,0,56d14eca-9022-4ac4-a4f7-e3992b63a9a6,삼성물산 송도역세권 A1BL,(주)케이씨산업,0,PRODUCTION_NULL_OR_ZERO,EXACT,HIGH,normalized display name + customer + contract amount,1,LINK,,
S129,SK하이닉스 Y1 CUB (SK에코플랜트) 반도체 PC 5층,삼표피앤씨 주식회사,6002000,ef9c3818-7163-438b-8e5d-f0e50e9298ff,SK하이닉스 Y1 CUB(SK에코플랜트) 반도체 PC공사 5층 PC부재 보수,삼표피앤씨 주식회사,6002000,EXACT_AMOUNT,AUTO_SAFE_LINK,HIGH,single candidate supported by customer + amount + name context (0.83),5,LINK,,
S130,SK하이닉스 Y1 CUB(SK에코플랜트) 반도체 PC공사 6·7층 PC부재 보수 기술용역,삼표피앤씨 주식회사,23625000,f58b7fa1-c5fa-47a5-ac78-6c226da1019b,SK하이닉스 Y1 CUB(SK에코플랜트) 반도체 PC공사 6층 PC부재 보수,삼표피앤씨 주식회사,0,PRODUCTION_NULL_OR_ZERO,REVIEW_REQUIRED,LOW,candidate ranking only (0.89),5,DEFER,Insufficient multi-evidence identity proof,
S131,SK하이닉스 Y1 CUB동 (SK에코플랜트),삼표피앤씨 주식회사,22000000,127e46f3-9d4d-4fba-b276-bcf53791befd,SK하이닉스 Y1 CUB동(SK에코플랜트) PC부재 보수,삼표피앤씨 주식회사,22000000,EXACT_AMOUNT,AUTO_SAFE_LINK,HIGH,single candidate supported by customer + amount + name context (0.85),5,LINK,,
S132,대조1구역,(주)삼표산업 인천몰탈공장,10547500,364b1248-5fb1-4db8-aadf-d5ea9e5a775e,"대조1구역 1,2공구 균열보수(26년1월)",(주)삼표산업 인천몰탈공장,10547500,EXACT_AMOUNT,DUPLICATE_NAME_SEPARATE_CONTRACT,MEDIUM,protected DAEJO; amount agrees; customer agrees; name score 0.38,1,DEFER,Separate-contract rule fixed; UUID linkage requires review,DAEJO
S134,천안업성 성성호수공원 이편한세상 PC기둥 면,주식회사 소명건설,18300000,af5e2f6e-15e5-45c5-bdc0-c477256e6a47,천안업성 성성호수공원 이편한세상 PC기둥 면보수,주식회사 소명건설,18300000,EXACT_AMOUNT,AUTO_SAFE_LINK,HIGH,single candidate supported by customer + amount + name context (0.95),2,LINK,,
S136,대림 천안업성 노출마감 샘플링,(주)삼일씨엔에스,450000,3d4ff183-9267-4fa9-85df-2d48221afc52,대림 천안업성 노출마감 샘플링,(주)삼일씨엔에스,450000,EXACT_AMOUNT,EXACT,HIGH,normalized display name + customer + contract amount,1,LINK,,
S137,용인클러스터 1기 CUB동 PC제작 납품 보수,에이치디씨현대피씨이(주),20500000,bb3bf261-1cf9-4594-b044-03d6e46971eb,용인클러스터 1기 CUB동PC제작 납품 부재 보수,현대PCE,6000000,DIFFERENT_AMOUNT,REVIEW_REQUIRED,LOW,candidate ranking only (0.90),1,DEFER,Insufficient multi-evidence identity proof,
S138,용인Y1하이닉스 IBL CUB 6층 PC 기둥 할석 및 미장 보수공사,"주식회사 대양(DAEYANG, INC)",4370000,df54b839-2cd3-416b-b2c1-db81b70b681a,용인Y1하이닉스 IBL CUB 6층 PC 기둥 할석 및 미장 보수공사,동해기공,4370000,EXACT_AMOUNT,REVIEW_REQUIRED,LOW,candidate ranking only (1.00),4,DEFER,Insufficient multi-evidence identity proof,
S139,속초영랑공원 램프 전기박스,주식회사 대명피씨,3550000,cf816e2d-83ff-4b9f-873d-7f454177f9a2,속초영랑공원 지하주차장 램프 전기박스 보수공사,주식회사 대명피씨,3550000,EXACT_AMOUNT,AUTO_SAFE_LINK,HIGH,single candidate supported by customer + amount + name context (0.65),2,LINK,,
S140,속초영랑포스코 전기박스 조립하자,주식회사 선진피앤피,1500000,5690ea7f-0bc9-4d0a-928c-ab50a0424c8e,속초영랑포스코 지하주차장 전기박스조립하자보수,주식회사 선진피앤피,1500000,EXACT_AMOUNT,AUTO_SAFE_LINK,HIGH,single candidate supported by customer + amount + name context (0.74),2,LINK,,
S141,속초영랑 전기박스,오리엔트(주),500000,9a18d28c-b779-4faf-8295-1eac12d71164,속초영랑 전기박스 보수,오리엔트(주),500000,EXACT_AMOUNT,AUTO_SAFE_LINK,HIGH,single candidate supported by customer + amount + name context (0.88),1,LINK,,
S144,"Y1 CUB 6, 7층 기둥 오염 마감",주식회사 이수이앤씨,11655000,5316acf7-1ca1-40a6-9e50-0f67f22c7fc7,"Y1 CUB 6, 7층 PC부재 기둥 오염 마감 보수",주식회사 이수이앤씨,11655000,EXACT_AMOUNT,AUTO_SAFE_LINK,HIGH,single candidate supported by customer + amount + name context (0.75),1,LINK,,
S145,울산다운2지구 B4BL (우미린 아파트 신축),(주)케이세웅,17000000,3b559726-592d-4dbc-be86-846d5a09049f,울산다운2지구B4BL(우미린 아파트 신축공사),(주)케이세웅,17000000,EXACT_AMOUNT,AUTO_SAFE_LINK,HIGH,single candidate supported by customer + amount + name context (0.95),1,LINK,,
S146,대전옥상조형물,주식회사 이수이앤씨,700000,416b6df9-20c5-43f7-acf3-0ac0c2e8da5a,대전옥상조형물,주식회사 이수이앤씨,700000,EXACT_AMOUNT,EXACT,HIGH,normalized display name + customer + contract amount,2,LINK,,
S147,대전도안 지하차도,(주)삼일씨엔에스,12200000,2c636eae-9796-491c-80f9-45de9ca46d6f,대전도안 지하차도 PC단차 보수공사,(주)삼일씨엔에스,12200000,EXACT_AMOUNT,DUPLICATE_NAME_SEPARATE_CONTRACT,HIGH,protected DAEJEON; amount agrees; customer agrees; name score 0.64,1,LINK_AFTER_USER_REVIEW,Separate-contract rule fixed; UUID linkage requires review,DAEJEON
S148,인천검단 AA19BL 이편한세상,(주)삼일씨엔에스,11300000,216a794c-d602-4735-9bce-4adbcf870b9a,인천검단19BL 이편한세상(망사테잎),(주)삼일씨엔에스,11300000,EXACT_AMOUNT,DUPLICATE_NAME_SEPARATE_CONTRACT,HIGH,protected INCHEON_AA19; amount agrees; customer agrees; name score 0.73,1,LINK_AFTER_USER_REVIEW,Separate-contract rule fixed; UUID linkage requires review,INCHEON_AA19
S149,광주 중외공원 옥상조형물,삼표피앤씨 주식회사,0,d5387884-fb9a-4fe5-8381-baeec4652e43,광주 중외공원 옥상조형물,삼표피앤씨 주식회사,0,PRODUCTION_NULL_OR_ZERO,EXACT,HIGH,normalized display name + customer + contract amount,3,LINK,,
S150,용인 Y1 SK하이닉스 FAB동,,0,dd456f1f-4032-4026-ad3e-5b1b2a0b34de,용인 Y1 SK하이닉스 IBL CUB동 PC 이색 보수공사,아이에스동서(주),5740000,DIFFERENT_AMOUNT,DUPLICATE_NAME_SEPARATE_CONTRACT,MEDIUM,protected YONGIN_FAB; amount differs; customer differs; name score 0.54,1,DEFER,Separate-contract rule fixed; UUID linkage requires review,YONGIN_FAB
S151,용인 Y1 IBL CUB동 이색보수 철야공사(2026-03),아이에스동서(주),20300000,418b5d43-83c3-43ed-be95-9696891e0be0,용인 Y1 IBL CUB동 이색보수 철야공사(2월),아이에스동서(주),18200000,DIFFERENT_AMOUNT,REVIEW_REQUIRED,LOW,candidate ranking only (0.86),5,DEFER,Insufficient multi-evidence identity proof,
S152,용인 Y1 IBL CUB동 이색보수 철야공사(2026-04),아이에스동서(주),9500000,418b5d43-83c3-43ed-be95-9696891e0be0,용인 Y1 IBL CUB동 이색보수 철야공사(2월),아이에스동서(주),18200000,DIFFERENT_AMOUNT,REVIEW_REQUIRED,LOW,candidate ranking only (0.86),5,DEFER,Insufficient multi-evidence identity proof,
S153,용인 Y1 IBL CUB동 이색보수 철야공사(2026-05),아이에스동서(주),26700000,418b5d43-83c3-43ed-be95-9696891e0be0,용인 Y1 IBL CUB동 이색보수 철야공사(2월),아이에스동서(주),18200000,DIFFERENT_AMOUNT,REVIEW_REQUIRED,LOW,candidate ranking only (0.86),5,DEFER,Insufficient multi-evidence identity proof,
S154,용인 Y1 SK하이닉스 IBL CUB동 PC 이색 보수 주간공사(2026-06/8층),아이에스동서(주),16600000,dd456f1f-4032-4026-ad3e-5b1b2a0b34de,용인 Y1 SK하이닉스 IBL CUB동 PC 이색 보수공사,아이에스동서(주),5740000,DIFFERENT_AMOUNT,REVIEW_REQUIRED,LOW,candidate ranking only (0.79),4,DEFER,Insufficient multi-evidence identity proof,
S155,용인 Y1 IBL CUB 1~8층 E/V 홀타공(코어) 보수공사,"주식회사 대양(DAEYANG, INC)",3200000,a09de46d-86ac-4840-a339-2149a816ced8,용인Y1 IBL CUB현장 보수,킴앤씨,1100000,DIFFERENT_AMOUNT,REVIEW_REQUIRED,LOW,candidate ranking only (0.56),3,DEFER,Insufficient multi-evidence identity proof,
S163,이천중리힐스테이트(까뮤납품),삼표피앤씨 주식회사,39508400,,,,,PRODUCTION_NULL_OR_ZERO,CANONICAL_ONLY,0,no credible Production candidate,0,KEEP_CANONICAL_ONLY,,
S164,까뮤이앤씨 용인 Y1 SK하이닉스 사전지원·제품개발 대응,까뮤이앤씨,0,,,,,PRODUCTION_NULL_OR_ZERO,CANONICAL_ONLY,0,no credible Production candidate,0,KEEP_CANONICAL_ONLY,,
S165,SK하이닉스 Y1 CUB(SK에코플랜트) 8층 PC부재 보수(계산서 미확인),삼표피앤씨 주식회사,0,f58b7fa1-c5fa-47a5-ac78-6c226da1019b,SK하이닉스 Y1 CUB(SK에코플랜트) 반도체 PC공사 6층 PC부재 보수,삼표피앤씨 주식회사,0,PRODUCTION_NULL_OR_ZERO,AUTO_SAFE_LINK,HIGH,single candidate supported by customer + amount + name context (0.73),5,LINK,,
S166,오산 로지폴리스 물류센터,삼표피앤씨 주식회사,0,,,,,PRODUCTION_NULL_OR_ZERO,CANONICAL_ONLY,0,no credible Production candidate,0,KEEP_CANONICAL_ONLY,,
S167,인천검단 AA19BL 이편한세상,정효특수건설(주),2500000,216a794c-d602-4735-9bce-4adbcf870b9a,인천검단19BL 이편한세상(망사테잎),(주)삼일씨엔에스,11300000,DIFFERENT_AMOUNT,DUPLICATE_NAME_SEPARATE_CONTRACT,MEDIUM,protected INCHEON_AA19; amount differs; customer differs; name score 0.73,1,DEFER,Separate-contract rule fixed; UUID linkage requires review,INCHEON_AA19
S168,잠실 전력구 PC부재 보수공사,아이에스동서(주) 이천지점,0,247f1c4d-d22c-4ff0-8b4d-dbe17795de75,PC부재 커플러 보수공사,주식회사 벤드라인,1700000,DIFFERENT_AMOUNT,REVIEW_REQUIRED,LOW,candidate ranking only (0.55),1,DEFER,Insufficient multi-evidence identity proof,
S169,포항초곡힐스테이트(준공후),삼표피앤씨 주식회사,0,b69fb088-c427-4405-8b45-d3ec8b06a0c8,포항초곡힐스테이트(준공후),삼표피앤씨 주식회사,0,PRODUCTION_NULL_OR_ZERO,EXACT,HIGH,normalized display name + customer + contract amount,2,LINK,,
S170,광주일곡라인아파트지하주차장PC부재보수,한국오션플랫폼 주식회사,5380000,a82ae6e3-6da2-46a3-8cdb-3faf766419b2,광주일곡라인아파트지하주차장PC부재보수,한국오션플랫폼 주식회사,5380000,EXACT_AMOUNT,EXACT,HIGH,normalized display name + customer + contract amount,5,LINK,,
S171,용인Y1 FAB 철야(컷팅),삼표피앤씨 주식회사,0,6b972f39-2314-4a71-8675-ddc79712d3d0,용인y1 Fab 철야(컷팅),삼표피앤씨 주식회사,0,PRODUCTION_NULL_OR_ZERO,EXACT,HIGH,normalized display name + customer + contract amount,4,LINK,,
S172,대림 인천검단 10BL & 안양덕현 위프홀 보수,(주)삼일씨엔에스,3000000,493e1e2d-452c-4aef-8b2c-22aa7331c9b3,대림 인천검단 10bl &안양덕현 위프홀 보수,(주)삼일씨엔에스,3300000,DIFFERENT_AMOUNT,REVIEW_REQUIRED,LOW,candidate ranking only (1.00),1,DEFER,Insufficient multi-evidence identity proof,
S173,인천검단19BL 거더조인트채움보수,주식회사 소명건설,0,ca04e2a4-cdc6-4a05-b307-f37c8a596b42,인천검단19BL 거더조인트채움보수,주식회사 소명건설,0,PRODUCTION_NULL_OR_ZERO,EXACT,HIGH,normalized display name + customer + contract amount,1,LINK,,
,,,,581e9847-9126-4932-a66b-f4429c2f2b0f,대전도안3단지,삼표피앤씨 주식회사,0,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,ced8ea2f-4154-437e-be42-641e32cfa6eb,용인y1 FAB 전기박스,창영,0,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,9b0c62e2-5755-4bf3-bcba-ec1fc23e38d0,용인Y1 FAB동 전기박스보수공사,(주)연우건축기술사사무소,6300000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,90a0a1ef-2507-46b7-a1a1-3b68a33e921b,속초영랑힐스테이트 PC보수,(주)케이세웅,27200000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,bd728e94-9e33-478f-8240-2ad2e0b87fc3,대전 도마변동(현대엔지니어링),(주)건성,22131800,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,908f5f78-d868-46b6-bdfa-2fb6ae5a00cc,여수 죽림 내민발코니 철판 확공 보수,삼표피앤씨 주식회사,17000000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,803f4100-3f2f-48b7-8052-814ae44e627a,용인 SK하이닉스 CUB 현장 작업 건,승현피앤씨 주식회사,3300000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,d088a041-7353-4187-b5ee-b2bdd93c81bc,인천검단 19블럭 PC부재 조립기둥 파손보수,정효특수건설(주),2500000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,57fab05b-3a9d-450e-b775-c978d2c28fa0,김포공항 PC패널 균열 보수공사,삼표피앤씨 주식회사,9710600,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,ae0c2e69-f5cd-4dd9-be09-28dd8c12481f,천안 두정역(현대건설),삼표피앤씨 주식회사,4249000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,27b30fce-8a5f-4d40-ab88-b8fe256c9bf3,용인Y1CUB 코어계단실 단차보수,주식회사 연우구조,2200000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,a445a515-101d-4abf-ada9-709633b65369,경산4물류센터 파라펫 파손 보수,삼표피앤씨 주식회사,8700000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,45d8742e-1ff1-4c9f-b625-6e1351f25490,힐스테이트 검단 웰카운티 PC부재보수,(주)건성,55561130,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,96bb7c8c-b1de-416c-ae59-e6cdc37636f1,아이에스동서 이천공장 PC계단 전기배관 보수,티앤에스 주식회사,1100000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,4c6d8948-04d2-4a18-840e-283527418059,PC WALL 크랙보수 및 마감공사(용인Y1 현장),아이에스동서(주) 이천지점,400000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,f1f7fae2-8aeb-40d4-9725-abe52b6c9e6e,창원 대원1구역 PC부재(마감)보수,삼표피앤씨 주식회사,4578000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,65bf759a-af03-4081-8f61-9dd5d18984c0,sk하이닉스m15x FUB 그리드빔보수,주식회사베스트엔지니어링,8000000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,3f608da1-5bd4-41b6-9618-a45d6b398b63,에어리스 드레인 호스 외,삼표피앤씨 주식회사,835000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,a235f565-ff3a-4dad-841e-2f7976964729,에어리스 기계(PC-D8000),삼표피앤씨 주식회사,2000000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,163fbc7a-7795-487c-a294-8704850154e1,에어리스 수직건 외 기계수리,삼표피앤씨 주식회사,834000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,87d6192e-ee83-4510-ac78-e85823e3e9b4,삼표 여주공장 PCWALL 상부면 U철근보수,세움PC엔지니어링,400000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,ddd8f2d4-82a1-486c-ae9d-a89811d0389a,대보건설 시흥정왕 균열보수,(주)삼표산업 인천몰탈공장,2810000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,c3d312c4-ea76-4b22-872d-63c02b630b5d,반포래미안 거더 커플러이음보수,주식회사 대관,700000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,3471d20e-b920-4f46-94ae-4b67c2fcbc10,여수죽림 선투입보수(성보산업개발),이건테크 주식회사,6500000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,75303396-8169-4578-b3d2-c47daf8f0afd,용인Y1  wwt  PC철근컷팅보수,에쓰유(SU)산업,840000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,7cdd5e25-3c79-443f-bd17-105508a72661,"여수 죽림더프라우드(현대건설)지하주차장 PC부재 보수(9월, 11월)",삼표피앤씨 주식회사,33489000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,c3701c0b-463c-4892-8b95-99289174e7d8,동진PCE 음성공장 PC부재 보수 기술 용역,(주)연우건축기술사사무소,700000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,8c6eba31-9ce6-404c-87b8-f9e37e48b6a9,용인 및 광주 현장 면보수 지원 노무비 외,주식회사 해동산업,4550000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,8fd4c9a7-288b-4ce3-8242-f34bd6cd23c8,아이에스동서 음성 공장 균열 보수,카우퍼종합건설 주식회사,1845000,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,f170420a-c222-4a14-927a-54c3c971dae8,용인왕산2블럭,삼표피앤씨 주식회사,0,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,64d1c1d5-e1d5-4737-9839-d41ea248c439,대조1구역 1공구 균열보수(11월),(주)삼표산업 인천몰탈공장,4543750,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
,,,,2fe7ab3e-f4e7-496d-83d0-bf5b99c5182d,"힐스테이트 이천역 1,2단지(까뮤이앤씨)",삼표피앤씨 주식회사,13314280,,PRODUCTION_ONLY,,No canonical identity claimed this UUID,0,KEEP_PRODUCTION_ONLY,Preserve; may be post-canonical operational data,
